"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2018,1,137370539
2018,6,137364466
2018,6,133626977
2018,6,133623870
2018,6,133623874
2018,6,133623887
2018,8,133623903
2018,1,133631147
2018,9,138981930
2018,9,138987284
2018,9,142141197
2018,9,142143106
2018,9,142143099
2018,9,137359496
2018,8,137359553
2018,6,137353410
2018,6,133623813
2018,6,133606069
2018,1,133606077
2018,6,133627010
2018,6,133631149
2018,2,137357000
2018,6,137359569
2018,8,137359587
2018,9,137370606
2018,3,137373774
2018,9,137364452
2018,6,137370608
2018,8,137359505
2018,9,137359531
2018,9,137353409
2018,7,137359575
2018,8,137353423
2018,6,137359601
2018,3,137353435
2018,6,137353437
2018,6,133606023
2018,6,137359622
2018,8,137359632
2018,6,137370726
2018,3,137370726
2018,6,137373896
2018,6,137373897
2018,1,137373901
2018,9,137353393
2018,8,137359535
2018,8,137359560
2018,9,137359508
2018,6,137359562
2018,6,137353447
2018,8,137359653
2018,6,137373889
2018,6,137353418
2018,6,137359572
2018,6,137353432
2018,8,137353456
2018,9,137373904
2018,9,137359542
2018,6,137359552
2018,8,137361394
2018,6,137353446
2018,6,137359637
2018,6,137353453
2018,9,137359658
2018,3,137359662
2018,9,137359507
2018,8,137359549
2018,9,137359594
2018,9,138081763
2018,4,138081766
2018,9,138081742
2018,6,133623800
2018,6,133623826
2018,6,133606104
2018,6,137370607
2018,6,133626935
2018,6,133606086
2018,6,133606105
2018,6,133627005
2018,6,133631139
2018,6,133623901
2018,6,133626971
2018,6,133627011
2018,8,133627018
2018,1,133623827
2018,6,133623850
2018,6,133623882
2018,6,133627014
2018,6,133623792
2018,6,133626938
2018,6,133623812
2018,6,133606094
2018,6,133623900
2018,8,133631157
2018,8,133631156
2018,8,133626933
2018,8,133606038
2018,6,133606045
2018,6,133623842
2018,6,133626950
2018,6,133606107
2018,8,133627001
2018,1,133627007
2018,6,133623918
2018,8,133631158
2018,6,137356908
2018,6,137357082
2018,6,133606096
2018,6,133606134
2018,6,133623815
2018,6,133606027
2018,7,133626966
2018,6,133606087
2018,6,138992818
2018,6,138992827
2018,9,137370690
2018,4,140978173
2018,1,133606117
2018,6,133627009
2018,8,133627022
2018,6,133627021
2018,8,133626958
2018,6,133606092
2018,6,133626976
2018,6,133623890
2018,8,133606028
2018,8,133606048
2018,6,133606052
2018,6,133623835
2018,6,133623893
2018,6,133631144
2018,8,133623915
2018,6,133631153
2018,6,133627024
2018,6,133623808
2018,6,133623810
2018,6,133623883
2018,2,133623852
2018,6,133623872
2018,6,133627017
2018,8,133631150
2018,6,133626965
2018,6,133623867
2018,8,133623909
2018,6,133631152
2018,6,133631151
2018,6,133606025
2018,3,133606024
2018,6,133623853
2018,6,133623868
2018,9,137359565
2018,5,137353417
2018,9,137359598
2018,8,137359516
2018,8,137353400
2018,8,137359540
2018,8,137359539
2018,9,137359576
2018,6,137359593
2018,6,137359592
2018,8,137353434
2018,6,137359623
2018,8,137359647
2018,6,137359664
2018,6,137359666
2018,6,137359525
2018,6,137353401
2018,8,137353402
2018,8,137359544
2018,6,137359557
2018,6,137353430
2018,9,137359606
2018,8,137359609
2018,9,137353448
2018,9,137352552
2018,6,137359495
2018,9,137359532
2018,8,137359536
2018,8,137359640
2018,6,137353452
2018,8,137359656
2018,8,137359566
2018,9,137359579
2018,6,137353451
2018,6,137353462
2018,8,137359519
2018,6,137359534
2018,8,137359600
2018,9,137359660
2018,2,137353143
2018,6,137359498
2018,6,137359596
2018,6,137353429
2018,6,137353427
2018,9,137353449
2018,6,137361377
2018,9,137353355
2018,6,137359443
2018,8,137353380
2018,9,137359515
2018,9,137353399
2018,6,137353404
2018,8,137359538
2018,9,137353411
2018,6,137353416
2018,6,137359573
2018,6,137359574
2018,6,137359602
2018,6,137359614
2018,9,137359620
2018,9,137359634
2018,8,137359635
2018,8,137359633
2018,6,137359639
2018,6,137359644
2018,9,137353454
2018,6,137359715
2018,6,133623805
2018,6,133626953
2018,6,133623859
2018,6,133606099
2018,6,133623873
2018,6,133606137
2018,8,133623914
2018,6,133623818
2018,6,133623876
2018,6,133631138
2018,6,133626955
2018,8,133623911
2018,6,133606090
2018,6,133623875
2018,5,133626934
2018,6,133606041
2018,6,133606042
2018,8,133606075
2018,6,133623847
2018,6,133623858
2018,6,133623871
2018,6,133623902
2018,9,137359521
2018,6,137359568
2018,6,137359646
2018,6,137359645
2018,8,137353459
2018,9,137364451
2018,9,137373894
2018,1,137364456
2018,6,133606058
2018,6,133626952
2018,8,133606112
2018,8,133631142
2018,6,138081747
2018,9,138081765
2018,8,138081764
2018,9,138081751
2018,6,133623860
2018,6,133623898
2018,6,133626925
2018,5,133626930
2018,6,133623806
2018,8,133626961
2018,7,133606085
2018,6,133626969
2018,6,133623896
2018,6,133623899
2018,6,133623793
2018,6,133623838
2018,7,133623862
2018,6,133626970
2018,6,133626990
2018,3,133626989
2018,6,133623912
2018,6,138081756
2018,6,138091463
2018,9,138076738
2018,9,138091451
2018,6,133623919
2018,6,133631160
2018,6,133631143
2018,6,133623794
2018,1,133623855
2018,6,133606083
2018,6,133606034
2018,6,133623857
2018,6,133626967
2018,6,133623897
2018,9,138081772
